termList,term
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/invasivenessUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/origin
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/presence
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/persistence
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/distribution
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/harmful
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/modified
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/startValidDate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/endValidDate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/countryCode
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/stateProvince
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/county
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/localityName
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/language
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/citation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/abundance
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/trend
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/rateOfSpread
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/regulatoryListing
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/memo
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/publicationDate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/localityType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/WhatImpact
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/vector
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Route
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactTarget
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactTarget01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactTarget02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactTarget03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactTarget04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism06
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism07
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism08
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism09
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism10
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism11
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism12
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism13
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism14
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism15
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism16
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism17
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism18
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism19
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism20
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/impactMechanism21
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/keys
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/legislationAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/language
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeCycle
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeForm
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeCycleAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeCycleUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeFormAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/lifeFormUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/legislation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/legislationUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/LegislationType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/LegislationName
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ProtectionLegalStatus
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/LegislationRead
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Status
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Norm
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/AppliesTo
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/managementAndConservation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/managementAndConservationAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/managementAndConservationUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ManagementAndConservationType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Objetives
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ManagementPlan
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Actions
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ActionsType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/HumanAndEnvironmentalrelevance
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/TaxonRecord
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/metadata
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Dataset_ID
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/dateStamp
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/dataset
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/resourceLogoUrl
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Dataset
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Migratory
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MigratoryAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/migratoryUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Causes
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Causes01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Causes02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Causes03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Patterns05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Routes
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Season
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/miscDetails
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MolecularData
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MolecularDataAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MolecularDataUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/RelatedTo
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/NaturalHistory
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/naturalHistoryUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/nomenclatureAndClassification
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/commonNamesUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/PopulationBiology
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/populationBiologyAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/populationBiologyUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/AbundanceData
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DensityData
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/PatternDistribution
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Size
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SexRatio
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Fecundity
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MortalityRate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/BirthRate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/NumberIndividualsPerObservation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/AverageDensity
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/PopulationTrend
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Recruitment
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/PopulationGrowthRate
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Emigration
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Immigration
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DescriptionLifeStages
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ProportionIndividualsPerStageLife
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/CarryingCapacity
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/RecordMetadata
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/reproductionAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/revision
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Reproduction
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/reproductionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/synonymsAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/synonymsAtomizedType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/synonyms
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/synonymsType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/synonymsUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SynonymName 
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SynonymStatus
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/targetAudiences
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/taxonomicalDescription
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/taxonomicDescriptionType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/taxonomicDescriptionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/TaxonRecord
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/taxonRecordName
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ScientificName
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/territoryUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/territory
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/territoryAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ExtentOfOccurrence
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/AreaOfOccupancy
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/threatStatusUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/threatStatus
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/threatStatusAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ThreatCategory
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Authority
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/AppliesTo
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/usesAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/uses
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/usesManagementAndConservation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/usesManagementAndConservationUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/usesUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SourceOfInformation
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Use-Value
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/PartUsed
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Users
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Organisms
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/VernacularNameUseAnnotations
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ProductionDetails
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/MeansOfApplication-Administration
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SeasonOfAvailability-Use
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Conservation-ExplotationData
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/UseTypeAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Economics
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/RatingPopularity
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Properties
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Potential
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/UseNotes
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/value
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/version
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/id
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/taxonRecordID
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/abstract
http://rs.tdwg.org/plic/terms/,"http://rs.tdwg.org/plic/terms/ancillaryData
"
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/annualCycleAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/annualCycles
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/annualCycleUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/startTimeInterval
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/endTimeInterval 
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Event
http://rs.tdwg.org/plic/terms/,"http://rs.tdwg.org/plic/terms/geographicEntity
"
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Audience
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Audience01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Audience02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Audience03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/audiencesUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/BaseElements
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/behavior
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/behaviorAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/behaviorUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/briefDescription
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/commonNamesAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/commonNames
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Name
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Language
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/UsedIn
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/UsedBy
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/demographyAndThreat
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/demographyAndThreatUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/detailAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/detailUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/directThreats
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/directThreatAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/directThreatUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/dispersal
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DispersalAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DispersalUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Purpose
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed06
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed07
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StructureDispersed08
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Distance
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Distribution
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DistributionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DistributionAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DistributionType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DistributionScope
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/DistributionScopeType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/temporalCoverage
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/GeographicEntity
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/country
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/stateProvince
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/county
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/municipality
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/locality
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ecologicalSignificance
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ecologicalSignificanceAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/ecologicalSignificanceUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/endemic
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/endemicAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/EndemicTo
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/EndemicIn
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/endemicUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/environmentalEnvelope
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/environmentalEnvelopeAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/environmentalEnvelopeUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/feeding
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/feedingAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/feedingUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Type
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy06
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy07
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy08
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Strategy09
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks01
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks02
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks03
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks04
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks05
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks06
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks07
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks08
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks09
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks10
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks11
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks12
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks13
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/StrategyRemarks14
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/fullDescription
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/fullDescriptionAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/fullDescriptionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/habitatAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/habitatAndDistribution
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/habitatAndDistributionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/habitats
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/habitatUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/hierarchy
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/interactionAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/identificationKeys
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/Keys
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/interactions
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/interactionUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/SpeciesInteraction
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/InteractionSpeciesType
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/invasiveness
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/invasivenessAtomized
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/invasivenessUnstructured
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/origin
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/presence
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/persistence
http://rs.tdwg.org/plic/terms/,http://rs.tdwg.org/plic/terms/distribution
